replica;tModel;sigmaIndex;nRey;nTess;nBo;nMave;selTrueModel;departTrueModel;replicated;firstTGM;numSwitches;avgContTGM;sdContTGM;changesBeforeFirstTGM;replicatedTGM;replicatedNTGM;biasBeta1
8;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;1;300;0.149454545454545;0.743152769324407;0.744186046511628;6;845;3.88652482269504;3.35306084666592;4;1;0.685714285714286;-0.00845301818181818
9;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;1;300;0.106818181818182;0.678571428571429;0.483870967741935;53;755;3.10846560846561;2.48739683152645;17;0.333333333333333;0.5;-0.00467020909090909
10;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;1;300;0.0882727272727273;0.633367662203913;0.708333333333333;26;712;2.72752808988764;2.35723054542384;6;0.666666666666667;0.714285714285714;0.0273015818181818
11;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;1;300;0.189818181818182;0.80507662835249;0.777777777777778;8;814;5.13022113022113;4.56914536427196;2;0.8;0.774193548387097;-0.0159244727272727
12;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;1;300;0.108272727272727;0.679261125104954;0.777777777777778;19;764;3.11780104712042;2.56039846435508;7;1;0.724137931034483;0.0139178727272727
13;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;1;300;0.133181818181818;0.705119453924915;0.675;7;864;3.3912037037037;2.74300907394675;4;0.8;0.657142857142857;-0.00879855454545455
14;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;1;300;0.136;0.704347826086956;0.59375;50;885;3.37697516930023;2.78572847517325;22;0.6;0.592592592592593;0.0220509909090909
15;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;1;300;0.076;0.617224880382775;0.59375;20;640;2.6125;2.07383309334661;4;NA;0.59375;0.0283848
16;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;1;300;0.098;0.653988868274583;0.651162790697674;20;746;2.89008042895442;2.36148150235968;10;0.75;0.641025641025641;-0.0132228181818182
17;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;1;300;0.171545454545455;0.758876523582406;0.6;46;910;4.13815789473684;3.51770906112923;12;0.555555555555556;0.612903225806452;0.00893326363636364
18;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;1;300;0.153272727272727;0.738434163701068;0.540540540540541;7;882;3.82312925170068;3.16450630992083;4;1;0.451612903225806;-0.00341393636363636
19;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;1;300;0.172636363636364;0.75724065297525;0.621621621621622;14;922;4.11930585683297;3.94705123226964;6;0.8;0.59375;0.0214487454545455
20;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;1;300;0.0952727272727273;0.622497616777884;0.5625;81;791;2.64646464646465;2.06263015730779;32;NA;0.5625;0.0200958272727273
21;Y ~ X1 + X2 + X3 + X1:X2;0.8;1;1;1;300;0.0833636363636364;0.628135223555071;0.622222222222222;49;682;2.6891495601173;2.25248219511957;17;0.333333333333333;0.642857142857143;0.00409591818181819
